id,title,title_en,image_url,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,author
845,Happy!,,https://cdn.myanimelist.net/images/manga/2/148293.jpg,254,False,1993-10-25T00:00:00+00:00,1999-03-08T00:00:00+00:00,7.54,1672,6630,74,1867
846,Eagle,Eagle: The Making of an Asian-American President,https://cdn.myanimelist.net/images/manga/1/96559.jpg,89,False,1997-01-01T00:00:00+00:00,2001-01-01T00:00:00+00:00,7.32,308,1230,11,2204
847,Aqua Knight,Aqua Knight,https://cdn.myanimelist.net/images/manga/2/268259.jpg,28,False,1998-01-01T00:00:00+00:00,2000-08-19T00:00:00+00:00,6.65,582,1579,5,2602
848,Master Keaton,Master Keaton,https://cdn.myanimelist.net/images/manga/1/200911.jpg,144,False,1988-11-01T00:00:00+00:00,1994-08-01T00:00:00+00:00,7.75,1247,7457,78,1867
850,Acid Flower,,https://cdn.myanimelist.net/images/manga/3/5920.jpg,15,False,2004-01-01T00:00:00+00:00,2005-12-28T00:00:00+00:00,6.91,1304,2932,10,2645
851,Mars Gaiden: Namae no Nai Uma,Mars: A Horse with No Name,https://cdn.myanimelist.net/images/manga/3/191264.jpg,3,False,1995-03-13T00:00:00+00:00,1999-08-11T00:00:00+00:00,7.38,1303,2526,9,2329
852,Bakuten Shoot Beyblade,Beyblade,https://cdn.myanimelist.net/images/manga/5/627.jpg,62,False,1999-01-01T00:00:00+00:00,2004-07-28T00:00:00+00:00,6.71,913,2033,46,22485
853,Yawara!,,https://cdn.myanimelist.net/images/manga/3/75885.jpg,331,False,1986-01-01T00:00:00+00:00,1993-01-01T00:00:00+00:00,7.44,898,5660,39,1867
854,Code Name wa Sailor V,Sailor V,https://cdn.myanimelist.net/images/manga/2/260688.jpg,15,False,1991-01-01T00:00:00+00:00,1997-01-01T00:00:00+00:00,7.5,5858,11896,339,1946
855,Tenchi Muyou! Ryououki,No Need for Tenchi!,https://cdn.myanimelist.net/images/manga/1/146475.jpg,80,False,1993-11-09T00:00:00+00:00,2000-01-01T00:00:00+00:00,7.28,1302,3332,68,2242
856,Jigoro!,,https://cdn.myanimelist.net/images/manga/1/32835.jpg,9,False,1994-01-01T00:00:00+00:00,,6.3,380,1111,1,1867
857,Love Mode,Love Mode,https://cdn.myanimelist.net/images/manga/3/5214.jpg,54,False,1996-10-09T00:00:00+00:00,2002-01-01T00:00:00+00:00,8.08,1863,3407,155,2640
858,Dengeki! Pikachu,Pokémon: The Electric Tale of Pikachu,https://cdn.myanimelist.net/images/manga/4/155945.jpg,20,False,1997-04-01T00:00:00+00:00,1999-12-01T00:00:00+00:00,7.09,2036,4464,108,2474
859,Pineapple Army,,https://cdn.myanimelist.net/images/manga/2/35200.jpg,0,False,1986-01-01T00:00:00+00:00,1988-01-01T00:00:00+00:00,6.55,209,1141,3,1867
860,Tenshi no Naka ni Akuma Ari,The Devil Within,https://cdn.myanimelist.net/images/manga/2/248.jpg,12,False,2003-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,6.84,1502,3074,13,2649
861,Togari,Togari,https://cdn.myanimelist.net/images/manga/3/26300.jpg,68,False,2001-01-18T00:00:00+00:00,2002-03-18T00:00:00+00:00,7.25,2075,4739,45,2650
862,Parallel,,https://cdn.myanimelist.net/images/manga/1/196760.jpg,20,False,2000-07-19T00:00:00+00:00,2001-12-20T00:00:00+00:00,7.17,3599,6641,34,2396
863,Yamada Tarou Monogatari,,https://cdn.myanimelist.net/images/manga/1/80813.jpg,0,False,1996-04-01T00:00:00+00:00,2000-12-01T00:00:00+00:00,7.58,450,1361,14,2336
864,Spirit of Wonder,Spirit of Wonder,https://cdn.myanimelist.net/images/manga/1/184496.jpg,12,False,1986-08-21T00:00:00+00:00,1994-11-25T00:00:00+00:00,6.66,551,2129,6,1931
865,Koi Cha No Osahou,Tea for Two,https://cdn.myanimelist.net/images/manga/1/24767.jpg,17,False,2003-01-01T00:00:00+00:00,2006-01-01T00:00:00+00:00,7.58,1636,3232,12,2561
866,IO,,https://cdn.myanimelist.net/images/manga/3/56007.jpg,55,False,1999-08-19T00:00:00+00:00,2004-10-15T00:00:00+00:00,7.36,2180,5998,60,2661
868,Karakuri Circus,,https://cdn.myanimelist.net/images/manga/2/170932.jpg,426,False,1997-07-09T00:00:00+00:00,2006-05-31T00:00:00+00:00,7.94,1465,7327,169,2660
869,Konjiki no Gash!!,Zatch Bell!,https://cdn.myanimelist.net/images/manga/3/172209.jpg,323,False,2001-01-10T00:00:00+00:00,2007-12-26T00:00:00+00:00,8.35,12814,29180,1957,2657
870,Agharta,,https://cdn.myanimelist.net/images/manga/2/172650.jpg,104,False,1997-02-01T00:00:00+00:00,2017-03-22T00:00:00+00:00,6.64,520,1997,8,12058
871,Dragon Quest: Dai no Daibouken,Dragon Quest: The Adventure of Dai,https://cdn.myanimelist.net/images/manga/2/131111.jpg,349,False,1989-10-10T00:00:00+00:00,1996-11-26T00:00:00+00:00,7.95,5701,11173,349,2954
872,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,JoJo's Bizarre Adventure Part 3: Stardust Crusaders,https://cdn.myanimelist.net/images/manga/3/269909.jpg,152,False,1989-03-20T00:00:00+00:00,1992-04-14T00:00:00+00:00,8.1,52915,89467,3280,2619
873,Sekirei,Sekirei,https://cdn.myanimelist.net/images/manga/3/188941.jpg,213,False,2004-01-30T00:00:00+00:00,2018-03-16T00:00:00+00:00,7.54,14059,33616,754,2570
874,Onegai☆Teacher,Onegai Teacher,https://cdn.myanimelist.net/images/manga/3/270343.jpg,15,False,2001-09-27T00:00:00+00:00,2002-12-27T00:00:00+00:00,7.24,3624,7001,83,2573
876,Moon Boy,Moon Boy,https://cdn.myanimelist.net/images/manga/2/261780.jpg,50,False,2005-01-01T00:00:00+00:00,2009-01-01T00:00:00+00:00,7.28,610,1988,32,2365
877,Hana yori Dango,Boys Over Flowers,https://cdn.myanimelist.net/images/manga/1/27280.jpg,244,False,1992-10-01T00:00:00+00:00,2008-04-01T00:00:00+00:00,7.94,11046,24399,1154,2571
878,Otomen,Otomen,https://cdn.myanimelist.net/images/manga/3/262976.jpg,74,False,2006-03-25T00:00:00+00:00,2012-11-26T00:00:00+00:00,7.7,7933,21805,559,2481
879,Boys'n Girl,,https://cdn.myanimelist.net/images/manga/5/34675.jpg,16,False,1997-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,7.02,879,1806,7,2209
880,Automatic★Angel,,https://cdn.myanimelist.net/images/manga/3/175880.jpg,7,False,1998-05-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,6.45,199,445,1,2511
881,Cross Epoch,Cross Epoch,https://cdn.myanimelist.net/images/manga/5/148053.jpg,1,False,2006-12-25T00:00:00+00:00,,6.48,6555,10184,26,1881
882,Break Shot,,https://cdn.myanimelist.net/images/manga/2/275695.jpg,152,False,1987-01-01T00:00:00+00:00,1990-01-01T00:00:00+00:00,7.14,341,923,7,2663
884,Doubt!!,Doubt!!,https://cdn.myanimelist.net/images/manga/2/270347.jpg,28,False,2000-08-24T00:00:00+00:00,2002-01-01T00:00:00+00:00,6.78,1222,2801,31,4207
885,Hakushaku Cain Series,The Cain Saga,https://cdn.myanimelist.net/images/manga/1/265861.jpg,25,False,1992-01-01T00:00:00+00:00,1994-01-01T00:00:00+00:00,7.9,3645,9247,231,2039
886,"Sekai no Chuushin de, Ai wo Sakebu",Socrates in Love,https://cdn.myanimelist.net/images/manga/1/171526.jpg,5,False,2003-12-08T00:00:00+00:00,2004-01-08T00:00:00+00:00,7.66,2536,5273,59,2927
887,Shimotsuma Monogatari,Kamikaze Girls,https://cdn.myanimelist.net/images/manga/2/155944.jpg,4,False,2004-06-01T00:00:00+00:00,,7.18,694,1613,11,2636
888,Tsuki no Shippo,Tail of the Moon,https://cdn.myanimelist.net/images/manga/3/160615.jpg,105,False,2003-03-25T00:00:00+00:00,2007-08-24T00:00:00+00:00,7.97,5285,10905,371,3091
889,Alien 9,Alien Nine,https://cdn.myanimelist.net/images/manga/5/272365.jpg,30,False,1998-06-09T00:00:00+00:00,1999-08-24T00:00:00+00:00,7.13,3327,8748,276,2664
890,Alien 9: Emulators,Alien Nine: Emulators,https://cdn.myanimelist.net/images/manga/1/143949.jpg,7,False,2002-08-19T00:00:00+00:00,2002-12-19T00:00:00+00:00,6.3,1128,2354,7,2664
891,Shounen Zanzou,,https://cdn.myanimelist.net/images/manga/2/264682.jpg,3,False,1998-03-01T00:00:00+00:00,,7.46,5064,9092,203,2039
892,Sono Yubi dake ga Shitteiru,Only the Ring Finger Knows,https://cdn.myanimelist.net/images/manga/1/251373.jpg,4,False,2002-11-01T00:00:00+00:00,,7.92,3732,6837,108,2652
893,Mahou Tsukai Kurohime,Kurohime,https://cdn.myanimelist.net/images/manga/2/143957.jpg,87,False,2000-08-01T00:00:00+00:00,2011-02-25T00:00:00+00:00,7.67,5749,13813,293,5308
894,Rosario to Vampire,Rosario+Vampire,https://cdn.myanimelist.net/images/manga/3/270597.jpg,40,False,2004-07-06T00:00:00+00:00,2007-05-05T00:00:00+00:00,7.61,48687,91365,3521,3636
895,Full Metal Panic! Sigma,Full Metal Panic! Sigma,https://cdn.myanimelist.net/images/manga/1/55583.jpg,90,False,2005-04-09T00:00:00+00:00,2013-09-09T00:00:00+00:00,8.33,5021,11402,452,2622
896,Kajika,,https://cdn.myanimelist.net/images/manga/1/154485.jpg,12,False,1998-07-07T00:00:00+00:00,1998-09-29T00:00:00+00:00,6.61,2098,3545,10,1901
898,Please,Say Please,https://cdn.myanimelist.net/images/manga/3/267711.jpg,6,False,2004-05-01T00:00:00+00:00,,7.04,670,1420,1,2608
899,Penguin☆Brothers,,https://cdn.myanimelist.net/images/manga/1/175906.jpg,24,False,1999-12-28T00:00:00+00:00,2001-11-02T00:00:00+00:00,7.66,2978,5517,58,2642
900,Akane-chan Overdrive,Akane-chan Overdrive,https://cdn.myanimelist.net/images/manga/1/58513.jpg,10,False,1999-03-25T00:00:00+00:00,2000-02-25T00:00:00+00:00,6.26,3943,6916,14,1905
901,Rules/Hydra Short Stories,Rules/Hydra Short Stories,https://cdn.myanimelist.net/images/manga/3/289.jpg,6,False,2004-01-01T00:00:00+00:00,,7.35,491,1035,6,2608
902,Hydra,,https://cdn.myanimelist.net/images/manga/5/26130.jpg,11,False,2004-01-01T00:00:00+00:00,,7.9,1277,3614,43,2608
903,Lovers and Souls,Lovers and Souls; Vanity,https://cdn.myanimelist.net/images/manga/2/26132.jpg,5,False,2002-01-01T00:00:00+00:00,,7.74,1026,2159,26,2608
904,Kozure Ookami,Lone Wolf & Cub,https://cdn.myanimelist.net/images/manga/1/159264.jpg,142,False,1970-09-01T00:00:00+00:00,1976-04-01T00:00:00+00:00,8.66,6403,42437,1435,3020
905,Sakende Yaruze!,Shout Out Loud!,https://cdn.myanimelist.net/images/manga/3/275342.jpg,17,False,1996-01-30T00:00:00+00:00,2000-01-28T00:00:00+00:00,7.45,504,1020,8,2249
906,The Silvery Crow,,https://cdn.myanimelist.net/images/manga/1/157088.jpg,25,False,2007-01-01T00:00:00+00:00,,7.03,1700,3847,12,2465
907,Mekakushi no Kuni,Land of the Blindfolded,https://cdn.myanimelist.net/images/manga/1/264108.jpg,48,False,1998-12-10T00:00:00+00:00,2004-01-24T00:00:00+00:00,7.98,3907,9944,155,2682
908,Soul Eater,Soul Eater,https://cdn.myanimelist.net/images/manga/1/159808.jpg,117,False,2003-06-24T00:00:00+00:00,2013-08-12T00:00:00+00:00,8.09,78356,176151,9756,5059
909,Gyo: Ugomeku Bukimi,Gyo: The Death-Stench Creeps,https://cdn.myanimelist.net/images/manga/2/88711.jpg,21,False,2001-11-12T00:00:00+00:00,2002-04-15T00:00:00+00:00,7.21,38938,67978,846,2410
910,"Haru yo, Koi",,https://cdn.myanimelist.net/images/manga/2/177315.jpg,96,False,1999-03-03T00:00:00+00:00,2003-04-01T00:00:00+00:00,7.2,2770,5573,58,3613
912,Tomie,Tomie,https://cdn.myanimelist.net/images/manga/2/164476.jpg,20,False,1987-01-01T00:00:00+00:00,2000-01-01T00:00:00+00:00,7.78,35949,79078,3249,2410
913,Gakuen Tengoku,Gakuen Heaven,https://cdn.myanimelist.net/images/manga/1/53797.jpg,86,False,2003-10-23T00:00:00+00:00,2005-11-24T00:00:00+00:00,6.24,899,2679,6,5729
915,Rookies,,https://cdn.myanimelist.net/images/manga/1/153289.jpg,233,False,1998-02-03T00:00:00+00:00,2003-08-25T00:00:00+00:00,8.22,5316,20062,460,3510
916,Lock Out!,,https://cdn.myanimelist.net/images/manga/2/17976.jpg,1,False,2002-01-01T00:00:00+00:00,,6.94,1359,2457,2,2598
917,Casino Lily,Casino Lily,https://cdn.myanimelist.net/images/manga/1/25600.jpg,5,False,1999-10-01T00:00:00+00:00,,6.96,582,1047,3,2599
918,Yami no Matsuei,Descendants of Darkness,https://cdn.myanimelist.net/images/manga/3/160961.jpg,0,False,1994-03-25T00:00:00+00:00,2015-01-24T00:00:00+00:00,7.73,3121,7452,331,2668
919,Alice on Deadlines,Alice on Deadlines,https://cdn.myanimelist.net/images/manga/1/300.jpg,19,False,2005-03-26T00:00:00+00:00,2006-05-27T00:00:00+00:00,6.77,698,1725,25,2669
920,Shion no Ou: The Flowers of Hard Blood.,,https://cdn.myanimelist.net/images/manga/2/139069.jpg,50,False,2004-03-25T00:00:00+00:00,2008-04-25T00:00:00+00:00,7.4,896,2725,14,2606
921,Koko wa Green Wood,Here is Greenwood,https://cdn.myanimelist.net/images/manga/1/264856.jpg,71,False,1986-01-01T00:00:00+00:00,1991-01-01T00:00:00+00:00,7.06,389,1486,25,2672
922,Houshin Engi,Hoshin Engi,https://cdn.myanimelist.net/images/manga/3/203313.jpg,206,False,1996-06-11T00:00:00+00:00,2000-10-24T00:00:00+00:00,7.49,2473,7632,231,2673
923,Kanata kara,From Far Away,https://cdn.myanimelist.net/images/manga/1/185863.jpg,57,False,1991-09-24T00:00:00+00:00,2003-01-24T00:00:00+00:00,8.35,5581,14698,665,2671
924,Gertrude no Recipe,The Recipe for Gertrude,https://cdn.myanimelist.net/images/manga/2/305.jpg,25,False,2001-07-05T00:00:00+00:00,2003-10-04T00:00:00+00:00,7.26,355,898,13,2680
925,Sasameke,Sasameke,https://cdn.myanimelist.net/images/manga/1/202519.jpg,25,False,2000-12-26T00:00:00+00:00,2003-11-26T00:00:00+00:00,6.47,274,899,6,2681
926,Penguin Kakumei,Penguin Revolution,https://cdn.myanimelist.net/images/manga/3/183168.jpg,35,False,2004-08-24T00:00:00+00:00,2007-12-22T00:00:00+00:00,7.97,4563,9598,154,2682
927,Wind Mill,,https://cdn.myanimelist.net/images/manga/2/94845.jpg,44,False,1998-07-01T00:00:00+00:00,2001-05-01T00:00:00+00:00,0.0,0,160,0,2805
928,Pocket Monsters Special,Pokémon Adventures,https://cdn.myanimelist.net/images/manga/2/265951.jpg,0,True,1997-04-01T00:00:00+00:00,,8.11,21725,46736,4259,2755
929,Fushigi Yuugi: Genbu Kaiden,Fushigi Yugi: Genbu Kaiden,https://cdn.myanimelist.net/images/manga/2/269289.jpg,40,False,2003-03-15T00:00:00+00:00,2013-02-14T00:00:00+00:00,8.17,4973,12126,481,1930
930,Uta∽Kata,,https://cdn.myanimelist.net/images/manga/1/203960.jpg,7,False,2004-08-21T00:00:00+00:00,2005-02-21T00:00:00+00:00,6.4,449,1033,3,2665
931,Shoujo Kakumei Utena: Adolescence Mokushiroku,Revolutionary Girl Utena: The Adolescence of Utena,https://cdn.myanimelist.net/images/manga/5/6641.jpg,2,False,1999-01-01T00:00:00+00:00,,7.37,1435,2972,45,2459
932,Koroshiya 1,,https://cdn.myanimelist.net/images/manga/3/174206.jpg,114,False,1998-02-19T00:00:00+00:00,2001-04-05T00:00:00+00:00,7.69,11058,27090,795,2751
933,Elfen Lied,Elfen Lied,https://cdn.myanimelist.net/images/manga/2/253951.jpg,113,False,2002-06-06T00:00:00+00:00,2005-08-25T00:00:00+00:00,7.84,48102,93170,5419,2711
934,Dice,,https://cdn.myanimelist.net/images/manga/1/276430.jpg,10,False,2002-01-01T00:00:00+00:00,,7.26,1528,3084,32,2642
935,Dragon Drive,Dragon Drive,https://cdn.myanimelist.net/images/manga/1/221265.jpg,57,False,2001-08-03T00:00:00+00:00,2006-01-05T00:00:00+00:00,6.98,1834,3883,92,2752
936,Homunculus,Homunculus,https://cdn.myanimelist.net/images/manga/1/318.jpg,166,False,2003-03-17T00:00:00+00:00,2011-02-21T00:00:00+00:00,8.36,38942,110950,5862,2751
937,Ikinari! Full Metal Panic!,Full Metal Panic! Overload!,https://cdn.myanimelist.net/images/manga/3/126271.jpg,29,False,2001-01-30T00:00:00+00:00,2003-04-01T00:00:00+00:00,7.28,967,2441,25,2622
938,Candy Life,,https://cdn.myanimelist.net/images/manga/2/23732.jpg,6,False,1999-01-01T00:00:00+00:00,,6.45,737,1504,1,2366
939,Cash Girl,,https://cdn.myanimelist.net/images/manga/2/261782.jpg,0,False,2000-01-01T00:00:00+00:00,,6.74,138,395,3,2753
940,Shinju no Kusari,,https://cdn.myanimelist.net/images/manga/2/144313.jpg,12,False,2002-02-20T00:00:00+00:00,2002-06-20T00:00:00+00:00,6.85,1500,2818,5,2191
941,Chaosic Rune,,https://cdn.myanimelist.net/images/manga/3/183912.jpg,71,False,2003-07-10T00:00:00+00:00,2004-10-21T00:00:00+00:00,6.73,1120,2455,20,2754
942,Cinderella Boy,,https://cdn.myanimelist.net/images/manga/1/17067.jpg,4,False,1996-03-01T00:00:00+00:00,,6.53,400,858,2,2024
943,Clover,,https://cdn.myanimelist.net/images/manga/2/170881.jpg,106,False,1997-01-16T00:00:00+00:00,2010-04-28T00:00:00+00:00,7.07,183,724,7,2757
944,Chuuka Ichiban!,,https://cdn.myanimelist.net/images/manga/1/201802.jpg,36,False,1995-09-27T00:00:00+00:00,1996-10-19T00:00:00+00:00,7.38,503,1299,10,2758
945,Sabakareshi Mono,The Judged,https://cdn.myanimelist.net/images/manga/2/25402.jpg,5,False,2003-10-01T00:00:00+00:00,,7.02,419,764,1,2674
946,Saigo no Shouzou,Last Portrait,https://cdn.myanimelist.net/images/manga/3/5464.jpg,5,False,2005-06-22T00:00:00+00:00,,7.25,673,1218,1,2674
948,Souten no Koumori,,https://cdn.myanimelist.net/images/manga/1/10582.jpg,1,False,2006-01-01T00:00:00+00:00,,7.35,2359,4174,11,1874
949,Handsome na Kanojo,,https://cdn.myanimelist.net/images/manga/2/193120.jpg,41,False,1988-10-03T00:00:00+00:00,1991-12-03T00:00:00+00:00,7.23,826,2188,8,1945
950,Random Walk,,https://cdn.myanimelist.net/images/manga/3/173656.jpg,16,False,2000-06-03T00:00:00+00:00,2001-08-18T00:00:00+00:00,6.83,2175,3980,10,1945
951,Taiyou no Ijiwaru,,https://cdn.myanimelist.net/images/manga/3/61005.jpg,4,False,2000-01-06T00:00:00+00:00,2001-08-20T00:00:00+00:00,7.52,779,1645,10,2329
952,Blaster Knuckle,,https://cdn.myanimelist.net/images/manga/5/30836.jpg,20,False,1992-12-11T00:00:00+00:00,1995-07-28T00:00:00+00:00,6.81,1879,5227,42,2759
953,Belmonde Le VisiteuR,,https://cdn.myanimelist.net/images/manga/3/154488.jpg,21,False,2007-07-09T00:00:00+00:00,2007-11-19T00:00:00+00:00,6.77,442,922,2,2586
954,Murder Princess,Murder Princess,https://cdn.myanimelist.net/images/manga/3/169927.jpg,11,False,2005-09-27T00:00:00+00:00,2007-01-01T00:00:00+00:00,6.94,1550,3761,40,2192
955,.hack//AI Buster,.hack//AI buster,https://cdn.myanimelist.net/images/manga/1/126051.jpg,13,False,2002-10-01T00:00:00+00:00,2005-06-01T00:00:00+00:00,7.92,1724,3814,87,1955
956,Ultra Maniac,Ultra Maniac,https://cdn.myanimelist.net/images/manga/2/123917.jpg,25,False,2002-02-01T00:00:00+00:00,2004-01-01T00:00:00+00:00,7.46,5786,10934,228,1945
957,"Yoki, Koto, Kiku.",Yoki Koto Kiku,https://cdn.myanimelist.net/images/manga/1/151463.jpg,8,False,2004-10-08T00:00:00+00:00,2005-12-10T00:00:00+00:00,6.61,394,1011,8,1898
958,Goth,Goth,https://cdn.myanimelist.net/images/manga/1/173681.jpg,5,False,2002-08-26T00:00:00+00:00,2003-05-26T00:00:00+00:00,7.23,15921,29793,809,2428
959,Blood Alone,Blood Alone,https://cdn.myanimelist.net/images/manga/2/172476.jpg,0,True,2004-04-21T00:00:00+00:00,,7.64,3348,13372,211,2760
960,Oyayubihime Infinity,Oyayubihime Infinity,https://cdn.myanimelist.net/images/manga/2/343.jpg,30,False,2004-01-01T00:00:00+00:00,2006-05-16T00:00:00+00:00,7.42,688,1976,8,2774
961,Kara no Teikoku,The Empty Empire,https://cdn.myanimelist.net/images/manga/2/273381.jpg,37,False,1993-01-01T00:00:00+00:00,1997-01-01T00:00:00+00:00,0.0,0,228,3,2772
962,Tenshi na Konamaiki,Cheeky Angel,https://cdn.myanimelist.net/images/manga/3/172156.jpg,199,False,1999-05-19T00:00:00+00:00,2003-08-06T00:00:00+00:00,7.34,1322,3822,50,2770
963,9-banme no Musashi,Musashi #9,https://cdn.myanimelist.net/images/manga/3/147771.jpg,108,False,1996-04-15T00:00:00+00:00,2007-02-06T00:00:00+00:00,7.4,282,985,15,2773
964,Warau Kyuuketsuki,,https://cdn.myanimelist.net/images/manga/3/259503.jpg,19,False,1998-01-01T00:00:00+00:00,,7.33,2797,8000,287,2764
965,Alive,,https://cdn.myanimelist.net/images/manga/3/268012.jpg,10,False,1999-02-04T00:00:00+00:00,1999-06-17T00:00:00+00:00,6.65,7593,13561,85,2360
966,Me~teru no Kimochi,,https://cdn.myanimelist.net/images/manga/3/260228.jpg,28,False,2006-08-31T00:00:00+00:00,2007-06-07T00:00:00+00:00,6.42,4028,7508,35,2718
967,Kurozuka,,https://cdn.myanimelist.net/images/manga/2/156364.jpg,40,False,2002-07-17T00:00:00+00:00,2006-10-18T00:00:00+00:00,7.04,2137,6845,63,2026
968,Japan,Japan,https://cdn.myanimelist.net/images/manga/4/252289.jpg,9,False,1992-01-01T00:00:00+00:00,,5.92,1853,3880,8,1868
969,Kannazuki no Miko,Destiny of Shrine Maiden,https://cdn.myanimelist.net/images/manga/3/101311.jpg,14,False,2004-03-26T00:00:00+00:00,2005-04-26T00:00:00+00:00,6.81,2183,4684,84,3000
970,Hyouryuu Kyoushitsu,The Drifting Classroom,https://cdn.myanimelist.net/images/manga/2/196492.jpg,44,False,1972-01-01T00:00:00+00:00,1974-01-01T00:00:00+00:00,7.43,5826,20431,312,2777
971,Renai Koufukuron,The Art of Loving,https://cdn.myanimelist.net/images/manga/1/30592.jpg,0,True,1999-10-04T00:00:00+00:00,,6.96,354,1027,4,2236
972,Shinobu Kokoro wa,Shinobu Kokoro - Hidden Heart,https://cdn.myanimelist.net/images/manga/2/357.jpg,6,False,2005-11-08T00:00:00+00:00,,6.77,494,1025,0,2675
973,Doujin Work,Dojin Work,https://cdn.myanimelist.net/images/manga/2/358.jpg,76,False,2004-10-28T00:00:00+00:00,2008-09-09T00:00:00+00:00,7.28,1681,4125,45,2785
974,Basara,Basara,https://cdn.myanimelist.net/images/manga/1/185359.jpg,112,False,1990-08-11T00:00:00+00:00,1998-05-13T00:00:00+00:00,8.4,5888,21256,813,2809
975,Ludwig Kakumei,,https://cdn.myanimelist.net/images/manga/2/198404.jpg,16,False,1998-11-01T00:00:00+00:00,2007-07-26T00:00:00+00:00,7.97,5190,12164,408,2039
976,Vampire Juujikai,The Record of a Fallen Vampire,https://cdn.myanimelist.net/images/manga/2/145329.jpg,44,False,2003-08-12T00:00:00+00:00,2007-02-10T00:00:00+00:00,8.03,4373,12408,382,2483
977,Zashiki Onna,,https://cdn.myanimelist.net/images/manga/3/176824.jpg,11,False,1993-07-06T00:00:00+00:00,,6.3,4239,7965,24,2287
978,Inu Neko Jump!,,https://cdn.myanimelist.net/images/manga/3/76839.jpg,42,False,2000-04-19T00:00:00+00:00,2001-12-29T00:00:00+00:00,6.95,1762,3391,23,2628
982,Kurokami,Black God,https://cdn.myanimelist.net/images/manga/1/196144.jpg,159,False,2004-12-03T00:00:00+00:00,2012-04-06T00:00:00+00:00,7.42,4244,14687,218,2259
983,Crossroad,Crossroad,https://cdn.myanimelist.net/images/manga/2/170617.jpg,35,False,2002-11-06T00:00:00+00:00,2005-11-05T00:00:00+00:00,7.52,1231,2962,25,2771
984,Cantarella,Cantarella,https://cdn.myanimelist.net/images/manga/3/207233.jpg,49,False,2000-06-16T00:00:00+00:00,2010-04-16T00:00:00+00:00,7.53,1125,3288,74,2244
985,Hanairo Virgin Soil,,https://cdn.myanimelist.net/images/manga/1/30168.jpg,4,False,2005-01-01T00:00:00+00:00,,7.08,990,1913,0,2646
986,Kohitsuji Hokaku Keikaku!,,https://cdn.myanimelist.net/images/manga/2/374.jpg,16,False,2002-01-01T00:00:00+00:00,2007-01-01T00:00:00+00:00,7.09,1125,2302,8,2646
987,Uso to Kiss,Lies & Kisses,https://cdn.myanimelist.net/images/manga/3/5471.jpg,6,False,2005-12-01T00:00:00+00:00,,7.46,2173,3901,17,2534
988,Shijou Saikyou no Deshi Kenichi,,https://cdn.myanimelist.net/images/manga/2/169883.jpg,584,False,2002-08-09T00:00:00+00:00,2014-09-17T00:00:00+00:00,8.1,35764,67056,3402,2584
989,Empty Heart: Itsuwari no Koi Dakara,Empty Heart: False Love,https://cdn.myanimelist.net/images/manga/4/220605.jpg,2,False,2003-01-01T00:00:00+00:00,,7.43,2172,4031,27,2534
990,Brother,Brother,https://cdn.myanimelist.net/images/manga/4/258002.jpg,10,False,2004-04-10T00:00:00+00:00,2006-02-10T00:00:00+00:00,7.32,2073,3923,12,2742
991,Gerard & Jacques,Gerard & Jacques,https://cdn.myanimelist.net/images/manga/3/271263.jpg,12,False,2002-02-01T00:00:00+00:00,,7.54,856,1542,11,2065
992,Bokura no Unsei,Just My Luck,https://cdn.myanimelist.net/images/manga/2/380.jpg,6,False,2003-01-01T00:00:00+00:00,,6.63,672,1415,4,2675
993,Ichigenme,Ichigenme... The First Class is Civil Law,https://cdn.myanimelist.net/images/manga/2/9052.jpg,14,False,1998-01-01T00:00:00+00:00,2002-01-01T00:00:00+00:00,7.38,388,774,2,2065
994,Ookiku Furikabutte,,https://cdn.myanimelist.net/images/manga/2/255072.jpg,0,True,2003-09-25T00:00:00+00:00,,8.19,2445,9332,315,2793
995,Yumeyume Kirakiradou,Yume Kira Dream Shoppe,https://cdn.myanimelist.net/images/manga/3/123091.jpg,4,False,2005-07-26T00:00:00+00:00,,7.28,840,1672,14,2794
997,Parfait Tic!,,https://cdn.myanimelist.net/images/manga/2/191816.jpg,153,False,2000-04-05T00:00:00+00:00,2007-07-20T00:00:00+00:00,7.53,3497,9030,148,2630
998,No Bra,,https://cdn.myanimelist.net/images/manga/3/124679.jpg,32,False,2002-01-05T00:00:00+00:00,2004-06-05T00:00:00+00:00,6.61,5071,9212,121,2631
1001,Kakugo no Susume,Apocalypse Zero,https://cdn.myanimelist.net/images/manga/1/196756.jpg,100,False,1994-02-24T00:00:00+00:00,1996-03-28T00:00:00+00:00,6.9,439,2234,63,2635
1004,Nisennenme no Propose,A Man for Megan,https://cdn.myanimelist.net/images/manga/3/436.jpg,5,False,2004-05-14T00:00:00+00:00,,6.52,174,332,2,1959
1005,Sakuragaoka Angels,,https://cdn.myanimelist.net/images/manga/3/175886.jpg,9,False,2002-01-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,6.65,368,793,0,2795
1006,Mint na Bokura,,https://cdn.myanimelist.net/images/manga/1/261033.jpg,30,False,1997-06-01T00:00:00+00:00,2000-02-01T00:00:00+00:00,7.45,2945,6191,83,1945
