id,title,title_en,image_url,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,author
1,Monster,Monster,https://cdn.myanimelist.net/images/manga/3/258224.jpg,162,False,1994-12-05T00:00:00+00:00,2001-12-20T00:00:00+00:00,9.14,83708,214367,18710,1867
2,Berserk,Berserk,https://cdn.myanimelist.net/images/manga/1/157897.jpg,0,True,1989-08-25T00:00:00+00:00,,9.47,299323,607170,113562,1868
3,20th Century Boys,20th Century Boys,https://cdn.myanimelist.net/images/manga/5/260006.jpg,249,False,1999-09-27T00:00:00+00:00,2006-04-24T00:00:00+00:00,8.95,75431,219385,17375,1867
4,Yokohama Kaidashi Kikou,Yokohama Kaidashi Kikou,https://cdn.myanimelist.net/images/manga/1/171813.jpg,142,False,1994-04-25T00:00:00+00:00,2006-02-25T00:00:00+00:00,8.68,16946,67265,4769,1869
7,Hajime no Ippo,,https://cdn.myanimelist.net/images/manga/2/250313.jpg,0,True,1989-09-27T00:00:00+00:00,,8.7,32838,76329,6087,1876
8,Full Moon wo Sagashite,Full Moon wo Sagashite,https://cdn.myanimelist.net/images/manga/3/175970.jpg,35,False,2001-12-01T00:00:00+00:00,2004-04-30T00:00:00+00:00,8.04,18184,35811,1874,1878
9,Tsubasa: RESERVoir CHRoNiCLE,Tsubasa: RESERVoir CHRoNiCLE,https://cdn.myanimelist.net/images/manga/1/272410.jpg,233,False,2003-05-21T00:00:00+00:00,2009-10-07T00:00:00+00:00,8.3,36065,76400,6122,1877
10,xxxHOLiC,xxxHOLiC,https://cdn.myanimelist.net/images/manga/3/217533.jpg,213,False,2003-02-24T00:00:00+00:00,2011-02-09T00:00:00+00:00,8.38,31140,78307,4884,1877
11,Naruto,Naruto,https://cdn.myanimelist.net/images/manga/3/249658.jpg,700,False,1999-09-21T00:00:00+00:00,2014-11-10T00:00:00+00:00,8.07,259685,393962,42815,1879
12,Bleach,Bleach,https://cdn.myanimelist.net/images/manga/3/180031.jpg,705,False,2001-08-07T00:00:00+00:00,2016-08-22T00:00:00+00:00,7.82,218591,355861,33741,1880
13,One Piece,One Piece,https://cdn.myanimelist.net/images/manga/2/253146.jpg,0,True,1997-07-22T00:00:00+00:00,,9.21,336030,548929,107065,1881
14,Rave,Rave Master,https://cdn.myanimelist.net/images/manga/3/255624.jpg,298,False,1999-07-07T00:00:00+00:00,2005-07-27T00:00:00+00:00,7.85,22796,48214,2064,1882
15,Mahou Sensei Negima!,Negima! Magister Negi Magi,https://cdn.myanimelist.net/images/manga/1/259286.jpg,355,False,2003-02-26T00:00:00+00:00,2012-03-14T00:00:00+00:00,7.94,34731,71830,5017,1883
16,Love Hina,Love Hina,https://cdn.myanimelist.net/images/manga/1/259287.jpg,120,False,1998-10-21T00:00:00+00:00,2001-10-31T00:00:00+00:00,7.8,35641,65454,3900,1883
17,Kareshi Kanojo no Jijou,Kare Kano: His and Her Circumstances,https://cdn.myanimelist.net/images/manga/1/267780.jpg,108,False,1995-12-22T00:00:00+00:00,2005-05-10T00:00:00+00:00,8.16,13782,36660,1593,1885
18,Kodomo no Omocha,Kodocha: Sana's Stage,https://cdn.myanimelist.net/images/manga/1/267715.jpg,54,False,1994-07-02T00:00:00+00:00,1998-10-03T00:00:00+00:00,8.3,9948,20907,1123,1884
19,GetBackers,GetBackers,https://cdn.myanimelist.net/images/manga/1/169369.jpg,344,False,1999-03-24T00:00:00+00:00,2007-02-21T00:00:00+00:00,7.62,5381,13994,397,1886
20,Hikaru no Go,Hikaru no Go,https://cdn.myanimelist.net/images/manga/2/170574.jpg,198,False,1998-12-08T00:00:00+00:00,2003-07-14T00:00:00+00:00,8.12,21572,43587,1917,1888
21,Death Note,Death Note,https://cdn.myanimelist.net/images/manga/1/258245.jpg,108,False,2003-12-01T00:00:00+00:00,2006-05-15T00:00:00+00:00,8.7,213882,370779,30874,1888
22,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin: Meiji Swordsman Romantic Story,https://cdn.myanimelist.net/images/manga/2/127583.jpg,259,False,1994-04-12T00:00:00+00:00,1999-09-21T00:00:00+00:00,8.56,45213,91867,7006,1890
23,Ranma ½,Ranma 1/2,https://cdn.myanimelist.net/images/manga/1/156534.jpg,407,False,1987-08-05T00:00:00+00:00,1996-02-21T00:00:00+00:00,7.99,23759,47638,2866,1891
24,D.Gray-man,D.Gray-man,https://cdn.myanimelist.net/images/manga/3/240470.jpg,0,True,2004-05-31T00:00:00+00:00,,8.29,60903,149364,12190,1892
25,Fullmetal Alchemist,Fullmetal Alchemist,https://cdn.myanimelist.net/images/manga/3/243675.jpg,116,False,2001-07-12T00:00:00+00:00,2010-09-11T00:00:00+00:00,9.04,149431,276453,29187,1874
26,Hunter x Hunter,Hunter x Hunter,https://cdn.myanimelist.net/images/manga/2/253119.jpg,0,True,1998-03-03T00:00:00+00:00,,8.72,114132,247628,21929,1893
27,X,X,https://cdn.myanimelist.net/images/manga/2/267781.jpg,158,False,1992-03-24T00:00:00+00:00,2003-03-24T00:00:00+00:00,8.11,8065,23241,974,1877
28,Nana,Nana,https://cdn.myanimelist.net/images/manga/1/262324.jpg,84,False,2000-05-26T00:00:00+00:00,2009-05-26T00:00:00+00:00,8.78,38813,121696,10276,1894
29,Paradise Kiss,Paradise Kiss,https://cdn.myanimelist.net/images/manga/1/262323.jpg,48,False,1999-03-23T00:00:00+00:00,2003-03-22T00:00:00+00:00,8.29,19365,46742,2346,1894
30,Ouran Koukou Host Club,Ouran High School Host Club,https://cdn.myanimelist.net/images/manga/3/267782.jpg,87,False,2002-07-24T00:00:00+00:00,2010-09-24T00:00:00+00:00,8.5,57690,121671,7884,1895
31,Lovely★Complex,Love★Com,https://cdn.myanimelist.net/images/manga/1/209659.jpg,68,False,2001-08-13T00:00:00+00:00,2007-08-13T00:00:00+00:00,8.34,26340,59546,2690,1896
32,666 Satan,O-Parts Hunter,https://cdn.myanimelist.net/images/manga/3/267783.jpg,78,False,2001-08-11T00:00:00+00:00,2007-12-12T00:00:00+00:00,7.45,16247,33559,1034,1897
33,Pita-Ten,Pita-Ten,https://cdn.myanimelist.net/images/manga/3/191236.jpg,47,False,1999-08-27T00:00:00+00:00,2003-06-27T00:00:00+00:00,7.35,3953,7793,278,1898
34,Di Gi Charat: Koushiki Comic Anthology,Di Gi Charat,https://cdn.myanimelist.net/images/manga/1/267784.jpg,72,False,1998-07-01T00:00:00+00:00,2000-03-01T00:00:00+00:00,6.5,637,1582,17,1898
35,Kamichama Karin,Kamichama Karin,https://cdn.myanimelist.net/images/manga/2/267789.jpg,32,False,2002-11-02T00:00:00+00:00,2008-04-03T00:00:00+00:00,7.5,5816,11855,300,1898
36,Kamikaze Kaitou Jeanne,Phantom Thief Jeanne,https://cdn.myanimelist.net/images/manga/2/267790.jpg,33,False,1997-12-29T00:00:00+00:00,2000-06-03T00:00:00+00:00,7.8,10213,19162,800,1878
37,Shinshi Doumei Cross,The Gentleman's Alliance Cross,https://cdn.myanimelist.net/images/manga/3/257940.jpg,59,False,2004-08-03T00:00:00+00:00,2008-06-03T00:00:00+00:00,7.86,12390,25580,1059,1878
38,+Anima,+Anima,https://cdn.myanimelist.net/images/manga/2/267791.jpg,59,False,1999-12-27T00:00:00+00:00,2005-01-27T00:00:00+00:00,7.66,10367,20392,884,1899
39,Zombie Powder.,Zombiepowder.,https://cdn.myanimelist.net/images/manga/3/180035.jpg,30,False,1999-07-19T00:00:00+00:00,2000-02-15T00:00:00+00:00,7.0,7185,14893,249,1880
40,Black Cat,Black Cat,https://cdn.myanimelist.net/images/manga/2/186071.jpg,187,False,2000-07-11T00:00:00+00:00,2004-06-14T00:00:00+00:00,7.81,21634,46628,1739,1900
41,Busou Renkin,Buso Renkin,https://cdn.myanimelist.net/images/manga/2/149583.jpg,83,False,2003-06-23T00:00:00+00:00,2006-04-25T00:00:00+00:00,7.26,7797,16400,227,1890
42,Dragon Ball,Dragon Ball,https://cdn.myanimelist.net/images/manga/1/267793.jpg,520,False,1984-11-20T00:00:00+00:00,1995-05-23T00:00:00+00:00,8.4,89103,145792,13465,1901
43,Eyeshield 21,Eyeshield 21,https://cdn.myanimelist.net/images/manga/2/165586.jpg,333,False,2002-07-23T00:00:00+00:00,2009-06-15T00:00:00+00:00,8.48,34134,72268,4291,1902
44,Gintama,Gin Tama,https://cdn.myanimelist.net/images/manga/3/267795.jpg,709,False,2003-12-08T00:00:00+00:00,2019-06-20T00:00:00+00:00,8.62,37911,89779,8154,1904
45,Ichigo 100%,Strawberry 100%,https://cdn.myanimelist.net/images/manga/2/259714.jpg,167,False,2002-02-19T00:00:00+00:00,2005-08-01T00:00:00+00:00,7.78,20560,46125,1997,1905
46,Kannade,,https://cdn.myanimelist.net/images/manga/3/267796.jpg,15,False,2003-09-22T00:00:00+00:00,2003-12-15T00:00:00+00:00,6.84,104,393,0,1906
47,Katekyo Hitman Reborn!,Reborn!,https://cdn.myanimelist.net/images/manga/2/253085.jpg,411,False,2004-05-24T00:00:00+00:00,2012-11-12T00:00:00+00:00,8.12,65227,118564,9643,1907
48,Pretty Face,Pretty Face,https://cdn.myanimelist.net/images/manga/1/123699.jpg,53,False,2002-05-14T00:00:00+00:00,2003-06-09T00:00:00+00:00,7.58,9906,18335,510,1908
49,Tennis no Ouji-sama,Prince of Tennis,https://cdn.myanimelist.net/images/manga/3/153238.jpg,382,False,1999-07-06T00:00:00+00:00,2008-03-03T00:00:00+00:00,7.71,12808,24928,854,1909
50,Shaman King,Shaman King,https://cdn.myanimelist.net/images/manga/2/255376.jpg,288,False,1998-06-30T00:00:00+00:00,2004-08-30T00:00:00+00:00,7.79,34902,70689,3302,1910
51,Slam Dunk,Slam Dunk,https://cdn.myanimelist.net/images/manga/2/258749.jpg,276,False,1990-09-18T00:00:00+00:00,1996-06-04T00:00:00+00:00,9.07,66287,147959,14064,1911
52,Whistle!,Whistle!,https://cdn.myanimelist.net/images/manga/1/267799.jpg,216,False,1998-02-24T00:00:00+00:00,2002-10-08T00:00:00+00:00,7.79,2616,5630,157,1912
53,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho,https://cdn.myanimelist.net/images/manga/3/250027.jpg,176,False,1990-11-20T00:00:00+00:00,1994-07-12T00:00:00+00:00,8.2,28995,63538,2575,1893
54,Yu☆Gi☆Oh!,Yu-Gi-Oh!,https://cdn.myanimelist.net/images/manga/2/262097.jpg,343,False,1996-09-17T00:00:00+00:00,2004-03-08T00:00:00+00:00,7.64,18089,36498,1926,1913
55,Aishiteruze Baby★★,Aishiteruze Baby,https://cdn.myanimelist.net/images/manga/1/166559.jpg,33,False,2002-03-02T00:00:00+00:00,2004-12-01T00:00:00+00:00,7.91,11661,21844,385,1914
56,Caramel Diary,,https://cdn.myanimelist.net/images/manga/3/261021.jpg,5,False,1999-03-18T00:00:00+00:00,1999-09-18T00:00:00+00:00,6.63,489,929,1,1915
57,Hanazakari no Kimitachi e,Hana-Kimi: For You in Full Blossom,https://cdn.myanimelist.net/images/manga/3/262555.jpg,148,False,1996-08-20T00:00:00+00:00,2004-08-20T00:00:00+00:00,8.29,16748,34904,1915,1916
58,W-Juliet,W-Juliet,https://cdn.myanimelist.net/images/manga/3/256786.jpg,79,False,1997-10-15T00:00:00+00:00,2002-11-20T00:00:00+00:00,7.9,4037,9649,230,1917
59,√W.P.B.,,https://cdn.myanimelist.net/images/manga/2/169856.jpg,12,False,2002-09-18T00:00:00+00:00,2004-07-17T00:00:00+00:00,0.0,0,368,0,1918
60,π,,https://cdn.myanimelist.net/images/manga/1/267899.jpg,101,False,2002-09-09T00:00:00+00:00,2005-02-21T00:00:00+00:00,0.0,0,449,1,1919
61,Seito no Shucho Kyoushi no Honbun,"...But, I'm Your Teacher",https://cdn.myanimelist.net/images/manga/2/267900.jpg,7,False,1997-07-01T00:00:00+00:00,,6.51,537,1070,3,1920
62,± Junkie,,https://cdn.myanimelist.net/images/manga/2/112127.jpg,4,False,2003-06-03T00:00:00+00:00,2003-09-03T00:00:00+00:00,6.19,718,1332,0,1921
63,"""Aruto"" no ""A""",,https://cdn.myanimelist.net/images/manga/2/164540.jpg,0,False,1988-11-12T00:00:00+00:00,1990-01-01T00:00:00+00:00,0.0,0,229,2,1922
64,13 Nichi wa Kinyoubi?,,https://cdn.myanimelist.net/images/manga/3/83691.jpg,15,False,2003-03-03T00:00:00+00:00,2004-10-18T00:00:00+00:00,6.73,288,842,0,1923
65,17-sai: Hajimete no H,,https://cdn.myanimelist.net/images/manga/3/267903.jpg,7,False,2001-06-26T00:00:00+00:00,,6.46,2164,4113,8,2190
66,Ninin ga Shinobuden,Ninja Nonsense,https://cdn.myanimelist.net/images/manga/3/143955.jpg,68,False,2000-07-18T00:00:00+00:00,2006-01-21T00:00:00+00:00,7.01,305,1047,11,1924
67,2001-ya Monogatari,2001 Nights,https://cdn.myanimelist.net/images/manga/1/267904.jpg,20,False,1984-05-05T00:00:00+00:00,1986-05-06T00:00:00+00:00,7.83,1334,5015,102,1925
68,3.3.7 Byooshi!!,,https://cdn.myanimelist.net/images/manga/1/267905.jpg,86,False,2001-07-25T00:00:00+00:00,2003-06-11T00:00:00+00:00,7.09,942,2491,14,1926
69,"""Suki"" to Ienai.",,https://cdn.myanimelist.net/images/manga/2/267906.jpg,1,False,2006-10-14T00:00:00+00:00,,6.75,3447,5672,9,1927
70,Übel Blatt,Ubel Blatt,https://cdn.myanimelist.net/images/manga/2/55347.jpg,167,False,2004-12-03T00:00:00+00:00,2019-03-25T00:00:00+00:00,7.66,18033,53251,1362,1928
71,Zettai Kareshi.,Absolute Boyfriend,https://cdn.myanimelist.net/images/manga/1/185981.jpg,35,False,2003-05-20T00:00:00+00:00,2004-10-05T00:00:00+00:00,7.69,21592,37111,1503,1930
72,Abenobashi Mahou☆Shoutengai,Magical Shopping Arcade Abenobashi,https://cdn.myanimelist.net/images/manga/1/267907.jpg,12,False,2001-07-26T00:00:00+00:00,2002-06-26T00:00:00+00:00,6.55,840,1976,15,2460
73,Tenjou Tenge,Tenjho Tenge,https://cdn.myanimelist.net/images/manga/3/267909.jpg,136,False,1997-10-18T00:00:00+00:00,2010-08-19T00:00:00+00:00,7.26,11623,27472,817,1932
74,Air Gear,Air Gear,https://cdn.myanimelist.net/images/manga/1/167489.jpg,358,False,2002-11-06T00:00:00+00:00,2012-05-23T00:00:00+00:00,7.79,38452,79687,4742,1932
75,Ai yori Aoshi,Ai yori Aoshi,https://cdn.myanimelist.net/images/manga/3/184631.jpg,153,False,1998-11-27T00:00:00+00:00,2005-08-26T00:00:00+00:00,7.53,5755,13021,310,1933
76,Akachan to Boku,Baby & Me,https://cdn.myanimelist.net/images/manga/3/179184.jpg,108,False,1991-05-02T00:00:00+00:00,1997-06-20T00:00:00+00:00,7.66,879,2438,48,1934
77,Alice 19th,Alice 19th,https://cdn.myanimelist.net/images/manga/3/258981.jpg,40,False,2001-06-20T00:00:00+00:00,2003-03-05T00:00:00+00:00,7.35,8502,15564,324,1930
78,Alichino,Alichino,https://cdn.myanimelist.net/images/manga/3/267910.jpg,17,False,1998-11-01T00:00:00+00:00,2001-05-01T00:00:00+00:00,7.07,1862,4474,95,1935
79,Sora wa Akai Kawa no Hotori,Red River,https://cdn.myanimelist.net/images/manga/2/260695.jpg,96,False,1995-01-05T00:00:00+00:00,2002-06-05T00:00:00+00:00,8.31,8705,22215,1212,1936
80,Angelic Layer,Angelic Layer,https://cdn.myanimelist.net/images/manga/3/179060.jpg,28,False,1998-12-26T00:00:00+00:00,2001-09-26T00:00:00+00:00,7.12,7411,14406,153,1877
81,Aria,Aria,https://cdn.myanimelist.net/images/manga/2/202644.jpg,67,False,2002-02-28T00:00:00+00:00,2008-02-29T00:00:00+00:00,8.62,9426,34729,2428,1937
83,Ayashi no Ceres,Ceres: Celestial Legend,https://cdn.myanimelist.net/images/manga/3/160959.jpg,83,False,1996-08-05T00:00:00+00:00,2000-01-20T00:00:00+00:00,7.57,6768,13807,369,1930
84,Fushigi Yuugi,Fushigi Yugi,https://cdn.myanimelist.net/images/manga/3/267911.jpg,106,False,1992-05-01T00:00:00+00:00,1996-07-01T00:00:00+00:00,7.64,10551,22431,958,1930
85,Azumanga Daioh,Azumanga Daioh,https://cdn.myanimelist.net/images/manga/2/259651.jpg,69,False,1999-01-18T00:00:00+00:00,2002-03-21T00:00:00+00:00,8.35,23017,47599,3204,1939
86,Time Stranger Kyoko,Time Stranger Kyoko,https://cdn.myanimelist.net/images/manga/2/175908.jpg,13,False,2000-08-03T00:00:00+00:00,2001-08-03T00:00:00+00:00,7.2,4628,9024,83,1878
87,Tactics,Tactics,https://cdn.myanimelist.net/images/manga/3/158123.jpg,0,False,2000-12-18T00:00:00+00:00,2013-01-01T00:00:00+00:00,7.36,947,3188,65,1940
88,Angel/Dust,Angel/Dust,https://cdn.myanimelist.net/images/manga/1/179773.jpg,9,False,2000-04-10T00:00:00+00:00,2000-12-09T00:00:00+00:00,6.35,1996,3846,19,1942
89,Gals!,GALS!,https://cdn.myanimelist.net/images/manga/3/267912.jpg,40,False,1999-08-01T00:00:00+00:00,2002-07-15T00:00:00+00:00,7.42,1629,3738,115,1943
90,Loveless,Loveless,https://cdn.myanimelist.net/images/manga/2/171051.jpg,0,True,2001-11-17T00:00:00+00:00,,7.65,11101,27253,1576,1944
91,Marmalade Boy,Marmalade Boy,https://cdn.myanimelist.net/images/manga/1/262987.jpg,40,False,1992-05-01T00:00:00+00:00,1995-10-01T00:00:00+00:00,7.59,8499,16983,416,1945
92,Bishoujo Senshi Sailor Moon,Sailor Moon,https://cdn.myanimelist.net/images/manga/4/260613.jpg,61,False,1991-12-28T00:00:00+00:00,1997-02-03T00:00:00+00:00,8.19,22605,50319,4282,1946
93,Megami Kouhosei,The Candidate for Goddess,https://cdn.myanimelist.net/images/manga/1/180628.jpg,27,False,1996-11-01T00:00:00+00:00,2001-01-01T00:00:00+00:00,6.87,940,2211,27,1947
94,D.N.Angel,D.N. Angel,https://cdn.myanimelist.net/images/manga/2/145023.jpg,108,False,1997-01-01T00:00:00+00:00,2021-01-22T00:00:00+00:00,7.43,13064,28422,1045,1947
95,Lagoon Engine,Lagoon Engine,https://cdn.myanimelist.net/images/manga/2/179821.jpg,31,False,2002-01-01T00:00:00+00:00,2007-11-01T00:00:00+00:00,6.99,415,992,15,1947
96,Lagoon Engine Einsatz,Lagoon Engine Einsatz,https://cdn.myanimelist.net/images/manga/2/179820.jpg,10,False,2004-10-01T00:00:00+00:00,2005-07-01T00:00:00+00:00,6.86,217,702,2,1947
97,DearS,DearS,https://cdn.myanimelist.net/images/manga/3/265668.jpg,47,False,2001-08-27T00:00:00+00:00,2005-09-27T00:00:00+00:00,7.14,5382,10671,182,1948
98,Rozen Maiden,Rozen Maiden,https://cdn.myanimelist.net/images/manga/2/271890.jpg,46,False,2002-08-12T00:00:00+00:00,2007-05-30T00:00:00+00:00,7.77,6543,16864,566,1948
99,Zombie-Loan,Zombie-Loan,https://cdn.myanimelist.net/images/manga/3/267914.jpg,83,False,2002-10-18T00:00:00+00:00,2011-02-18T00:00:00+00:00,7.36,6824,17663,316,1948
100,Prism Palette,,https://cdn.myanimelist.net/images/manga/3/267915.jpg,10,False,2001-09-01T00:00:00+00:00,,6.22,279,668,0,1948
101,Shugo Chara!,Shugo Chara!,https://cdn.myanimelist.net/images/manga/2/135293.jpg,55,False,2005-12-28T00:00:00+00:00,2010-08-03T00:00:00+00:00,7.72,18816,36989,1755,1948
102,Fruits Basket,Fruits Basket,https://cdn.myanimelist.net/images/manga/3/269697.jpg,136,False,1998-07-18T00:00:00+00:00,2006-11-20T00:00:00+00:00,8.52,70603,136443,14198,1873
103,Never Give Up!,Never Give Up!,https://cdn.myanimelist.net/images/manga/1/270458.jpg,77,False,1999-02-05T00:00:00+00:00,2002-12-05T00:00:00+00:00,7.39,884,3044,30,1949
104,Yotsuba to!,Yotsuba&!,https://cdn.myanimelist.net/images/manga/5/259524.jpg,0,True,2003-03-21T00:00:00+00:00,,8.87,50644,141426,15120,1939
105,Kekkaishi,Kekkaishi,https://cdn.myanimelist.net/images/manga/5/207702.jpg,345,False,2004-02-18T00:00:00+00:00,2011-04-06T00:00:00+00:00,7.99,13088,28781,822,1950
106,Cardcaptor Sakura,Cardcaptor Sakura,https://cdn.myanimelist.net/images/manga/3/259289.jpg,50,False,1996-05-02T00:00:00+00:00,2000-07-03T00:00:00+00:00,8.38,29959,59838,3723,1877
107,Chobits,Chobits,https://cdn.myanimelist.net/images/manga/3/260812.jpg,88,False,2000-09-25T00:00:00+00:00,2002-10-28T00:00:00+00:00,7.8,35479,64828,2741,1877
108,Gouhou Drug,Legal Drug,https://cdn.myanimelist.net/images/manga/1/185400.jpg,18,False,2000-10-06T00:00:00+00:00,2003-07-24T00:00:00+00:00,7.39,5366,11993,191,1877
109,Wish,Wish,https://cdn.myanimelist.net/images/manga/2/157425.jpg,26,False,1995-10-06T00:00:00+00:00,1998-06-06T00:00:00+00:00,7.44,7049,13329,277,1877
110,AI ga Tomaranai!,A.I. Love you,https://cdn.myanimelist.net/images/manga/3/54753.jpg,55,False,1994-04-06T00:00:00+00:00,1997-08-20T00:00:00+00:00,6.94,3189,7009,103,1883
111,Mahoromatic,,https://cdn.myanimelist.net/images/manga/1/180649.jpg,45,False,1998-12-01T00:00:00+00:00,2004-07-26T00:00:00+00:00,7.43,1422,3577,90,1951
112,Shin Shunkaden,The Legend of Chun Hyang,https://cdn.myanimelist.net/images/manga/1/272019.jpg,3,False,1992-10-20T00:00:00+00:00,1994-02-20T00:00:00+00:00,6.95,1826,3516,10,1877
113,Clover,Clover,https://cdn.myanimelist.net/images/manga/1/257992.jpg,20,False,1997-01-01T00:00:00+00:00,1999-01-01T00:00:00+00:00,7.56,6410,15520,335,1877
114,Erementar Gerad,Elemental Gelade,https://cdn.myanimelist.net/images/manga/2/260247.jpg,96,False,2002-02-28T00:00:00+00:00,2009-12-28T00:00:00+00:00,7.49,3672,8934,212,1953
115,Erementar Gerad: Aozora no Senki,Erementar Gerade: Flag of Bluesky,https://cdn.myanimelist.net/images/manga/2/158740.jpg,0,True,2003-06-16T00:00:00+00:00,,7.08,514,1727,13,1953
116,.hack//G.U.+,.hack//G.U.+,https://cdn.myanimelist.net/images/manga/4/126081.jpg,26,False,2006-01-01T00:00:00+00:00,2009-01-01T00:00:00+00:00,7.3,2501,5338,108,1955
117,.hack//Tasogare no Udewa Densetsu,.hack//Legend of the Twilight,https://cdn.myanimelist.net/images/manga/2/191726.jpg,24,False,2001-12-10T00:00:00+00:00,2003-10-10T00:00:00+00:00,7.05,9697,15821,374,1955
118,Kobato.,Kobato.,https://cdn.myanimelist.net/images/manga/2/154345.jpg,40,False,2004-12-18T00:00:00+00:00,2011-07-08T00:00:00+00:00,7.94,8600,20308,562,1877
119,Magic Knight Rayearth,Magic Knight Rayearth,https://cdn.myanimelist.net/images/manga/2/272013.jpg,15,False,1993-11-01T00:00:00+00:00,1995-02-01T00:00:00+00:00,7.6,9975,18935,492,1877
120,Maburaho,,https://cdn.myanimelist.net/images/manga/1/180923.jpg,133,False,2001-12-20T00:00:00+00:00,2015-03-20T00:00:00+00:00,7.51,164,847,11,1957
121,Hotel Africa,Hotel Africa,https://cdn.myanimelist.net/images/manga/3/5429.jpg,0,True,2005-01-01T00:00:00+00:00,,0.0,0,294,3,1956
122,Angel Cup,Angel Cup,https://cdn.myanimelist.net/images/manga/2/5434.jpg,35,False,2001-01-01T00:00:00+00:00,,6.74,136,413,4,1958
123,Tenshi no Su,Angel Nest,https://cdn.myanimelist.net/images/manga/1/114665.jpg,7,False,2000-01-01T00:00:00+00:00,,6.6,247,586,2,1960
124,Aqua,Aqua,https://cdn.myanimelist.net/images/manga/1/153102.jpg,10,False,2001-01-27T00:00:00+00:00,2001-09-28T00:00:00+00:00,7.94,8132,17090,334,1937
125,Arcana,Arcana,https://cdn.myanimelist.net/images/manga/2/263936.jpg,23,False,2003-01-01T00:00:00+00:00,,6.86,653,1852,14,1961
126,Archlord,Archlord,https://cdn.myanimelist.net/images/manga/2/262334.jpg,46,False,2005-09-30T00:00:00+00:00,2008-01-01T00:00:00+00:00,6.76,1040,2159,10,1962
127,Ark Angels,,https://cdn.myanimelist.net/images/manga/2/5440.jpg,12,False,2007-01-01T00:00:00+00:00,,6.4,505,1049,5,1963
128,Petshop of Horrors,Pet Shop of Horrors,https://cdn.myanimelist.net/images/manga/5/212566.jpg,41,False,1995-01-01T00:00:00+00:00,1998-01-01T00:00:00+00:00,8.28,9224,29214,1407,1959
129,Birth,Arm of Kannon,https://cdn.myanimelist.net/images/manga/2/201290.jpg,17,False,1998-01-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,6.34,254,933,15,1964
130,Clamp Gakuen Tanteidan,Clamp School Detectives,https://cdn.myanimelist.net/images/manga/1/260110.jpg,12,False,1992-01-01T00:00:00+00:00,1993-10-01T00:00:00+00:00,6.87,2671,5278,29,1877
131,Aromatic Bitters,The Aromatic Bitters,https://cdn.myanimelist.net/images/manga/1/114685.jpg,11,False,2001-01-01T00:00:00+00:00,2003-01-01T00:00:00+00:00,6.67,141,423,0,1960
132,B'T X,B'T X,https://cdn.myanimelist.net/images/manga/3/205170.jpg,63,False,1994-10-26T00:00:00+00:00,1999-12-26T00:00:00+00:00,6.66,510,1225,15,1999
133,Tokyo Babylon,Tokyo Babylon,https://cdn.myanimelist.net/images/manga/1/260527.jpg,18,False,1990-01-01T00:00:00+00:00,1993-01-01T00:00:00+00:00,8.01,7041,19102,791,1877
134,MÄR,MÄR,https://cdn.myanimelist.net/images/manga/1/165744.jpg,161,False,2003-05-01T00:00:00+00:00,2006-07-01T00:00:00+00:00,7.36,8395,15186,369,1966
135,MÄR Omega,MÄR Omega,https://cdn.myanimelist.net/images/manga/1/33509.jpg,39,False,2006-09-01T00:00:00+00:00,2007-06-13T00:00:00+00:00,6.02,1571,3396,14,1966
136,Rekka no Honoo,Flame of Recca,https://cdn.myanimelist.net/images/manga/2/186157.jpg,330,False,1995-03-22T00:00:00+00:00,2002-10-30T00:00:00+00:00,7.73,6589,14254,346,1966
137,R.O.D: Read or Die,Read or Die,https://cdn.myanimelist.net/images/manga/3/266047.jpg,30,False,1999-12-18T00:00:00+00:00,2002-05-18T00:00:00+00:00,7.07,1591,4491,72,1967
138,Baby Birth,Baby Birth,https://cdn.myanimelist.net/images/manga/3/618.jpg,21,False,2001-05-01T00:00:00+00:00,2002-08-01T00:00:00+00:00,6.14,270,647,2,1968
139,Ba_ku,Ba_ku,https://cdn.myanimelist.net/images/manga/3/160715.jpg,5,False,2003-05-01T00:00:00+00:00,,6.96,488,975,4,1969
140,Bakuretsu Hunters,Sorcerer Hunters,https://cdn.myanimelist.net/images/manga/2/157573.jpg,72,False,1993-08-01T00:00:00+00:00,1998-10-01T00:00:00+00:00,7.08,601,1640,39,1970
141,Battle Club,Battle Club,https://cdn.myanimelist.net/images/manga/3/172727.jpg,47,False,2004-04-28T00:00:00+00:00,2006-03-07T00:00:00+00:00,6.5,1468,3838,42,1971
142,Battle Royale,Battle Royale,https://cdn.myanimelist.net/images/manga/1/262978.jpg,119,False,2000-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,7.9,30421,68454,2890,1972
143,Beautiful People,Beautiful People,https://cdn.myanimelist.net/images/manga/1/173682.jpg,6,False,2001-10-01T00:00:00+00:00,,7.19,1849,4044,37,1974
144,Kamisama Damono♥,Because I'm the Goddess,https://cdn.myanimelist.net/images/manga/1/625.jpg,19,False,2003-11-25T00:00:00+00:00,2004-12-24T00:00:00+00:00,6.79,704,1536,9,1975
