id1,id2,votes
152,1904,1
152,4539,1
152,336,1
152,14335,1
152,14545,1
152,58027,1
156,1412,3
156,11553,2
156,618,1
156,8,1
156,102,1
156,1237,1
156,21614,1
156,20843,1
156,4832,1
156,411,1
157,71,3
157,877,3
157,610,3
157,411,3
157,899,2
157,1563,1
157,102,1
157,84,1
157,17996,1
157,929,1
158,1102,3
158,8585,2
158,41697,2
158,826,2
158,11089,2
158,17541,2
158,635,2
158,1508,1
158,5775,1
158,35255,1
160,339,2
160,85,2
160,8482,2
160,17,1
160,615,1
160,30,1
160,413,1
160,4368,1
160,12395,1
160,23,1
162,573,1
162,1542,1
162,19154,1
163,7631,1
163,11438,1
163,35573,1
164,3715,4
164,3378,3
164,15718,3
164,19111,3
164,7342,2
164,10776,2
164,820,2
164,29,2
164,1838,1
164,30315,1
165,91,3
165,766,2
165,983,1
165,5767,1
165,69,1
165,3127,1
165,3665,1
165,5723,1
165,17134,1
165,1757,1
167,700,1
167,595,1
167,553,1
169,9711,1
170,297,2
170,407,2
170,1162,2
170,5090,2
170,1702,2
170,7532,2
170,14127,1
170,10378,1
170,171,1
170,1250,1
171,170,1
171,24557,1
173,40,1
173,15087,1
173,1059,1
173,6642,1
174,1059,1
176,738,1
176,1623,1
176,27615,1
176,107,1
176,55,1
176,18019,1
177,71,1
181,267,1
181,11952,1
182,384,1
182,4421,1
182,3986,1
182,377,1
182,401,1
184,23,2
184,571,1
186,20762,1
186,3633,1
187,3091,1
187,4513,1
187,3554,1
187,188,1
187,20762,1
187,3633,1
187,8295,1
188,3554,1
188,187,1
188,562,1
188,20762,1
188,3633,1
190,411,3
190,36,3
190,106,3
190,102,3
190,8,2
190,54,2
190,117328,2
190,92,1
190,1267,1
190,1867,1
191,2924,1
191,11493,1
194,1515,1
196,2953,1
199,6262,2
199,83,1
199,912,1
199,405,1
199,1325,1
199,102343,1
201,698,1
201,44933,1
206,698,1
209,19279,2
209,7989,1
209,250,1
209,8522,1
209,212,1
209,1110,1
209,11956,1
209,26140,1
209,8015,1
212,823,1
212,209,1
214,72431,1
216,119,1
216,1023,1
216,698,1
219,3438,4
219,584,3
219,15205,3
219,24692,2
219,49865,2
219,401,2
219,18619,2
219,20,1
219,24705,1
219,114406,1
221,142,2
221,432,2
221,11,1
221,656,1
221,564,1
221,15537,1
221,14413,1
221,113138,1
222,267,1
222,2111,1
222,2,1
222,984,1
223,11956,1
223,3044,1
229,13102,3
229,14440,2
229,82947,2
229,17927,2
229,30603,2
229,7181,2
229,970,2
229,25598,1
229,142,1
229,3438,1
230,241,1
230,807,1
237,892,1
241,892,1
241,113,1
241,230,1
246,7342,1
246,20424,1
246,14388,1
246,921,1
248,10356,1
248,1669,1
248,3665,1
248,11862,1
248,11283,1
248,7130,1
248,55,1
248,469,1
248,7572,1
249,54817,2
249,2921,1
249,48,1
249,1417,1
249,389,1
249,3993,1
249,962,1
249,19984,1
249,779,1
249,878,1
250,209,1
250,3418,1
251,281,1
251,17,1
251,8652,1
255,902,1
257,19171,1
257,309,1
257,17069,1
257,107,1
257,49611,1
258,8734,1
258,3842,1
258,14841,1
259,1536,1
259,3189,1
267,486,4
267,564,3
267,674,2
267,13801,2
267,4624,2
267,24,2
267,1517,2
267,21111,1
267,338,1
267,1133,1
269,3116,1
269,84,1
269,102,1
269,778,1
269,5245,1
269,10908,1
269,106,1
269,562,1
269,786,1
271,8,4
271,423,3
271,3446,2
271,3474,2
271,106,2
271,306,2
271,854,2
271,508,2
271,610,2
271,471,1
276,1450,1
277,918,1
277,1984,1
277,3866,1
278,12,5
278,45665,2
278,595,2
278,53,2
278,17237,1
278,19135,1
278,2,1
278,11,1
278,547,1
278,14582,1
281,9152,1
281,2459,1
281,11551,1
281,1626,1
284,892,1
284,3189,1
284,90,1
284,79085,1
285,1202,2
287,583,1
287,11350,1
287,17902,1
295,107,1
295,446,1
296,958,2
296,19154,2
296,297,1
296,2965,1
296,1508,1
296,735,1
296,65319,1
296,24705,1
296,108782,1
297,27,2
297,170,2
297,133,2
297,296,1
297,908,1
298,6871,1
298,3980,1
299,357,1
299,20959,1
302,48,2
302,572,1
302,23,1
302,1061,1
303,562,1
304,671,3
304,4281,1
304,21761,1
304,36885,1
304,16681,1
304,22986,1
304,446,1
304,57015,1
304,1032,1
304,10,1
305,7,1
305,355,1
305,4957,1
305,17851,1
306,86,2
306,119,2
306,271,2
306,84,1
306,1237,1
306,3682,1
306,106,1
306,119656,1
308,47549,2
308,443,2
308,8039,2
308,3127,1
308,18979,1
308,1162,1
308,1802,1
308,4805,1
308,11589,1
308,18977,1
309,10,1
309,257,1
309,108,1
314,756,1
314,891,1
314,7363,1
314,4011,1
316,1581,2
316,1367,1
316,58,1
316,28,1
316,127120,1
317,460,1
318,19007,1
318,88991,1
318,4108,1
318,21856,1
318,26079,1
318,27317,1
318,815,1
318,3288,1
319,160,1
319,1031,1
320,18,11
320,106,6
320,102,6
320,411,4
320,75989,4
320,22044,3
320,11782,2
320,1237,2
320,1068,2
320,101,2
322,128,2
322,2683,1
322,1893,1
322,509,1
322,7066,1
322,102,1
322,1859,1
324,125,1
324,586,1
324,7778,1
324,429,1
324,4109,1
324,37,1
324,14997,1
325,1086,1
325,621,1
325,671,1
325,16,1
325,18542,1
326,50,3
326,869,3
326,32337,2
326,134,2
326,988,1
326,14588,1
326,40167,1
326,13,1
326,1570,1
326,5593,1
328,7024,1
329,101,3
329,2923,3
329,411,2
329,35,2
329,30,1
329,5362,1
329,414,1
329,3242,1
329,3678,1
329,4425,1
330,392,1
330,1270,1
330,1802,1
330,1896,1
330,820,1
330,4016,1
330,3378,1
330,22546,1
330,13463,1
332,2459,1
332,28,1
332,3359,1
336,32779,8
336,6853,6
336,915,6
336,39883,6
336,8586,5
336,106809,4
336,12269,4
336,6812,4
336,661,3
336,3608,2
338,24,3
338,5210,3
338,5801,2
338,5701,2
338,3031,2
338,40,2
338,10524,1
338,10960,1
338,556,1
338,42579,1
339,838,4
339,160,2
339,5926,2
339,44,1
339,1735,1
339,1741,1
339,1752,1
339,3082,1
339,3084,1
339,3537,1
341,783,1
341,38,1
341,676,1
343,96792,1
343,5113,1
343,16878,1
343,24,1
343,922,1
343,7416,1
343,1063,1
343,32,1
344,1,4
344,21,3
344,443,2
344,933,2
344,936,2
344,1067,1
344,83,1
344,5491,1
344,25,1
344,541,1
346,3408,1
347,744,2
347,420,1
347,421,1
347,3987,1
347,88639,1
347,41893,1
348,1244,3
348,738,3
348,973,2
348,3330,1
348,1610,1
348,6430,1
348,23165,1
348,30101,1
348,39505,1
348,73923,1
350,30,11
350,422,3
350,483,2
350,19846,1
350,1077,1
350,12394,1
350,674,1
350,778,1
350,1271,1
350,1444,1
354,41769,1
355,305,1
355,11652,1
356,3031,2
356,29651,2
356,3522,1
356,467,1
356,373,1
356,8456,1
356,534,1
356,7343,1
356,11850,1
356,9,1
357,299,1
357,5413,1
358,3392,1
362,460,1
362,19580,1
362,381,1
362,483,1
362,7749,1
362,863,1
362,6962,1
362,18528,1
362,30175,1
364,956,1
364,439,1
364,4,1
364,4453,1
364,35313,1
366,773,2
366,7247,2
366,11734,2
366,23419,2
366,886,2
366,3097,2
366,4660,1
366,273,1
366,698,1
366,26570,1
367,19,1
369,1893,1
369,484,1
369,10,1
369,551,1
369,128,1
370,268,1
371,104,2
371,85,1
371,1362,1
371,11779,1
371,11593,1
371,2629,1
371,16315,1
371,587,1
371,81467,1
371,63183,1
372,496,1
372,10347,1
372,43525,1
373,556,3
373,703,2
373,658,2
373,1800,1
373,79,1
373,562,1
373,923,1
373,1740,1
373,976,1
373,1047,1
375,107908,2
375,49,1
375,1754,1
375,10354,1
375,7,1
375,19156,1
375,118158,1
375,6911,1
377,182,1
377,1408,1
378,3496,1
378,455,1
378,500,1
378,1208,1
379,740,2
379,20266,2
379,1132,1
379,28743,1
379,1479,1
379,1461,1
379,564,1
379,44933,1
381,591,4
381,4196,1
381,31857,1
381,1398,1
381,2921,1
381,3344,1
381,413,1
381,1085,1
381,3493,1
381,1271,1
382,1207,1
384,182,1
384,4650,1
384,7713,1
385,1133,1
385,574,1
385,267,1
387,54897,4
387,57015,3
387,6520,1
387,1162,1
387,23689,1
387,773,1
387,5111,1
387,15531,1
387,3554,1
387,3952,1
389,249,1
389,1104,1
390,8082,1
390,336,1
391,57,2
391,381,1
391,1085,1
391,483,1
391,3436,1
391,13171,1
391,16761,1
392,419,3
392,16732,2
392,610,2
392,3715,2
392,3633,2
392,29,2
392,4270,2
392,539,1
392,11458,1
392,330,1
393,1675,2
393,1061,2
393,1462,1
393,499,1
393,111192,1
394,472,1
394,18068,1
395,12586,4
395,4068,2
395,1075,2
395,12039,1
395,142,1
395,3438,1
395,14975,1
395,731,1
395,13723,1
395,65647,1
396,9,5
396,7162,3
396,400,2
396,5801,2
396,92,2
396,12,2
396,11,1
396,26,1
396,27861,1
396,54,1
397,510,1
397,9,1
399,58509,2
399,418,2
399,102330,2
399,106809,1
399,4453,1
399,35313,1
399,9115,1
399,86016,1
399,98930,1
399,116765,1
400,396,2
400,12200,2
400,16767,2
400,8507,2
400,11451,1
400,16773,1
400,132248,1
400,554,1
400,1591,1
400,11012,1
401,33327,14
401,104314,6
401,49865,4
401,1474,4
401,14634,3
401,564,3
401,15001,3
401,102343,2
401,23390,2
401,66265,2
405,773,2
405,912,1
405,85173,1
405,5767,1
405,959,1
405,1,1
405,199,1
405,3257,1
405,574,1
405,958,1
406,11558,1
406,24098,1
406,15805,1
406,635,1
406,5293,1
406,544,1
407,1162,3
407,24705,3
407,13729,2
407,170,2
407,12309,2
407,28,2
407,48621,2
407,13171,2
407,21286,2
407,56805,2
409,559,1
409,1432,1
409,3633,1
409,25810,1
409,3509,1
409,1397,1
409,4945,1
409,3904,1
410,3565,3
410,888,1
410,4149,1
410,136,1
410,16,1
410,1154,1
410,3214,1
411,10386,11
411,102,7
411,37,5
411,320,4
411,1978,3
411,2923,3
411,157,3
411,190,3
411,610,2
411,17018,2
413,2570,3
413,1398,2
413,160,1
413,28226,1
413,381,1
413,85,1
413,17,1
413,31,1
413,838,1
413,18361,1
414,101,3
414,1526,1
414,411,1
414,329,1
414,429,1
414,956,1
414,24825,1
414,1978,1
414,3474,1
414,8,1
416,656,2
416,3868,2
416,658,1
416,1672,1
416,3285,1
416,7482,1
416,648,1
418,1859,5
418,4,4
418,10,3
418,5158,3
418,4623,2
418,1893,2
418,16739,2
418,3713,2
418,52043,2
418,16692,2
419,1156,3
419,2895,3
419,392,3
419,6888,3
419,28393,2
419,610,2
419,1469,2
419,1009,1
419,3727,1
419,3329,1
420,4354,3
420,28,3
420,475,2
420,3776,2
420,54,2
420,21286,2
420,347,1
420,1859,1
420,1662,1
420,689,1
421,862,4
421,26769,3
421,16,2
421,1690,1
421,16019,1
421,22046,1
421,818,1
421,347,1
421,730,1
421,815,1
422,3378,6
422,610,5
422,30,4
422,17904,4
422,350,3
422,1444,2
422,762,2
422,5252,2
422,877,2
422,54779,2
423,271,3
423,554,2
423,1228,1
423,1798,1
423,92,1
423,3446,1
423,15970,1
423,8986,1
423,6306,1
423,11451,1
424,3194,4
424,2060,1
424,893,1
424,5664,1
424,15805,1
424,12757,1
424,12672,1
424,4624,1
424,8157,1
424,111223,1
425,19,1
425,489,1
425,428,1
425,101,1
425,3438,1
425,26285,1
425,320,1
425,22547,1
426,25,2
426,1105,1
426,4307,1
426,24879,1
426,6030,1
426,48045,1
426,2,1
427,646,1
427,70801,1
427,15247,1
427,698,1
427,1153,1
428,425,1
429,101,3
429,956,3
429,22986,2
429,324,1
429,414,1
429,24825,1
429,10386,1
429,9778,1
429,3655,1
429,15104,1
430,818,4
430,16,2
430,1183,2
430,26769,2
430,67019,2
430,57,1
430,815,1
430,866,1
430,1217,1
430,1640,1
432,221,2
432,7842,1
432,7197,1
432,656,1
436,909,7
436,912,5
436,970,4
436,7166,3
436,102161,2
436,30603,2
436,958,2
436,564,2
436,119991,1
436,126699,1
438,13,2
438,94,1
438,1061,1
438,25683,1
438,103687,1
439,665,1
439,956,1
439,3098,1
439,364,1
439,37,1
439,22547,1
439,30129,1
439,6013,1
439,24825,1
440,6484,1
441,3716,1
442,5744,2
442,149,1
442,1076,1
442,89190,1
442,664,1
442,17139,1
443,1033,5
443,17,5
443,682,4
443,3715,3
443,1802,3
443,1031,3
443,3849,2
443,344,2
443,9222,2
443,877,2
444,67463,1
444,85974,1
444,43287,1
444,6812,1
444,1741,1
444,5651,1
445,6812,4
445,6816,1
445,7636,1
445,13901,1
445,5651,1
445,915,1
445,4444,1
445,104565,1
445,336,1
446,110,3
446,107,1
446,295,1
446,27989,1
446,1499,1
446,3284,1
446,662,1
446,7519,1
446,23,1
446,304,1
447,1143,4
447,25297,2
447,14093,1
447,872,1
447,12985,1
447,8967,1
447,4158,1
447,44155,1
447,119965,1
448,1413,3
448,21,2
448,635,2
448,83,2
448,677,2
448,976,2
448,1853,1
448,1922,1
448,2566,1
448,18006,1
449,508,1
449,1113,1
449,94,1
450,2937,1
450,32981,1
450,3872,1
450,4261,1
452,9,1
452,7008,1
452,4335,1
452,16594,1
455,586,2
455,1267,2
455,3715,2
455,618,2
455,562,1
455,710,1
455,3028,1
455,514,1
455,1416,1
455,378,1
456,16283,3
456,12,1
456,12922,1
456,90,1
456,10507,1
456,24099,1
456,8085,1
456,24,1
456,153969,1
456,1349,1
457,98,1
457,959,1
457,130799,1
459,676,2
459,16034,1
459,1412,1
459,2159,1
459,8157,1
459,102,1
459,2542,1
459,562,1
459,3682,1
459,7599,1
460,65473,2
460,48,1
460,878,1
460,362,1
460,6962,1
460,7010,1
460,31883,1
460,19274,1
460,54817,1
460,148,1
462,975,1
462,7738,1
463,4632,6
463,8967,4
463,46282,2
463,117351,2
463,966,2
463,1238,2
463,5674,2
463,135578,1
463,481,1
463,24705,1
464,119,1
464,14067,1
464,7734,1
465,103668,1
465,1409,1
467,356,1
467,907,1
467,2459,1
467,10901,1
467,28631,1
469,102,3
469,30,2
469,71,1
469,5255,1
469,6520,1
469,13035,1
469,4485,1
469,248,1
469,27563,1
469,4805,1
471,3077,1
471,8,1
471,271,1
471,7132,1
472,906,2
472,908,1
472,394,1
472,32,1
472,39231,1
473,22,2
473,3031,1
473,13599,1
473,17836,1
473,16449,1
474,22,2
474,4307,1
474,3949,1
475,1978,4
475,997,3
475,420,2
475,29,2
475,9122,1
475,647,1
475,7378,1
475,31,1
475,8974,1
475,407,1
478,8456,1
478,580,1
478,42,1
480,827,1
480,79,1
481,3097,2
481,14483,1
481,26570,1
481,731,1
481,642,1
481,8563,1
481,15037,1
481,19074,1
481,7375,1
481,5655,1
482,102,3
482,10467,1
482,57,1
482,1110,1
482,1079,1
482,4192,1
482,8157,1
483,57,22
483,606,4
483,619,3
483,634,2
483,12450,2
483,350,2
483,10776,1
